country,iso3,year,e_pop_num,e_inc_num_lo,e_inc_num,e_inc_num_hi,e_inc_tbhiv_num_lo,e_inc_tbhiv_num,e_inc_tbhiv_num_hi,e_mort_num_lo,e_mort_num,e_mort_num_hi,e_mort_tbhiv_num_lo,e_mort_tbhiv_num,e_mort_tbhiv_num_hi,c_newinc_100k,c_cdr_lo,c_cdr,c_cdr_hi
Uruguay,URY,2003,3323661,630,740,850,71.0,93.0,120.0,82.0,89.0,96.0,9.0,14.0,21.0,19.0,75.0,87.0,100.0
Uruguay,URY,2004,3321486,720,840,970,110.0,140.0,170.0,99.0,110.0,120.0,13.0,21.0,30.0,22.0,75.0,87.0,100.0
Uruguay,URY,2005,3321799,610,720,830,70.0,92.0,120.0,70.0,76.0,83.0,9.0,14.0,21.0,19.0,75.0,87.0,100.0
Uruguay,URY,2006,3325403,550,640,740,73.0,96.0,120.0,53.0,59.0,66.0,11.0,17.0,23.0,17.0,75.0,87.0,100.0
Uruguay,URY,2007,3331753,600,700,810,81.0,110.0,130.0,91.0,99.0,110.0,13.0,18.0,25.0,18.0,75.0,87.0,100.0
Uruguay,URY,2008,3340221,680,790,910,91.0,120.0,150.0,62.0,69.0,77.0,14.0,21.0,29.0,21.0,75.0,87.0,100.0
Uruguay,URY,2009,3349676,690,810,940,100.0,130.0,160.0,80.0,88.0,97.0,16.0,23.0,32.0,21.0,75.0,87.0,100.0
Uruguay,URY,2010,3359273,690,800,930,100.0,130.0,170.0,62.0,70.0,79.0,16.0,23.0,32.0,21.0,75.0,87.0,100.0
Uruguay,URY,2011,3368926,800,940,1100,110.0,130.0,170.0,78.0,86.0,94.0,16.0,23.0,31.0,24.0,75.0,87.0,100.0
Uruguay,URY,2012,3378975,800,930,1100,120.0,150.0,190.0,63.0,72.0,81.0,18.0,26.0,35.0,24.0,75.0,87.0,100.0
Uruguay,URY,2013,3389436,870,1000,1200,110.0,150.0,180.0,82.0,90.0,99.0,17.0,25.0,33.0,26.0,75.0,87.0,100.0
Uruguay,URY,2014,3400439,850,990,1100,130.0,160.0,200.0,92.0,100.0,110.0,19.0,27.0,36.0,25.0,75.0,87.0,100.0
Uruguay,URY,2015,3412013,890,1000,1200,130.0,160.0,200.0,110.0,120.0,130.0,19.0,27.0,36.0,26.0,75.0,87.0,100.0
Uruguay,URY,2016,3424139,860,1000,1200,130.0,160.0,190.0,82.0,90.0,99.0,19.0,26.0,35.0,26.0,75.0,87.0,100.0
Uruguay,URY,2017,3436645,920,1100,1200,130.0,170.0,200.0,84.0,93.0,100.0,20.0,28.0,37.0,27.0,75.0,87.0,100.0
Uruguay,URY,2018,3449290,990,1200,1300,150.0,190.0,230.0,90.0,100.0,110.0,22.0,31.0,41.0,29.0,75.0,87.0,100.0
Uruguay,URY,2019,3461731,1000,1200,1400,130.0,170.0,200.0,89.0,98.0,110.0,20.0,28.0,37.0,31.0,75.0,87.0,100.0
Venezuela (Bolivarian Republic of),VEN,2000,24192449,6200,8100,10000,180.0,580.0,1200.0,770.0,890.0,1000.0,35.0,120.0,250.0,27.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2001,24646471,6000,7800,9900,170.0,540.0,1100.0,880.0,1000.0,1100.0,33.0,110.0,230.0,25.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2002,25100407,5900,7800,9800,170.0,540.0,1100.0,810.0,930.0,1100.0,33.0,110.0,240.0,25.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2003,25551624,6400,8400,11000,200.0,630.0,1300.0,870.0,1000.0,1100.0,39.0,130.0,270.0,26.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2004,25996594,6500,8500,11000,230.0,700.0,1400.0,850.0,990.0,1100.0,43.0,140.0,300.0,26.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2005,26432445,6600,8600,11000,260.0,800.0,1600.0,780.0,930.0,1100.0,51.0,160.0,340.0,26.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2006,26850190,6400,8400,11000,290.0,880.0,1800.0,790.0,970.0,1200.0,64.0,200.0,400.0,25.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2007,27247601,6200,8100,10000,310.0,920.0,1900.0,810.0,990.0,1200.0,67.0,210.0,420.0,24.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2008,27635827,6100,8000,10000,690.0,910.0,1200.0,870.0,950.0,1000.0,150.0,200.0,270.0,23.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2009,28031010,6200,8100,10000,610.0,810.0,1000.0,770.0,840.0,910.0,130.0,180.0,240.0,23.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2010,28439942,6200,8100,10000,560.0,740.0,950.0,880.0,940.0,1000.0,120.0,160.0,220.0,23.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2011,28887873,6000,7900,9900,750.0,990.0,1300.0,800.0,880.0,960.0,160.0,220.0,290.0,22.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2012,29360827,6200,8100,10000,720.0,950.0,1200.0,850.0,930.0,1000.0,150.0,200.0,270.0,22.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2013,29781046,6300,8200,10000,700.0,920.0,1200.0,900.0,970.0,1000.0,140.0,190.0,260.0,22.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2014,30042973,6100,8000,10000,630.0,830.0,1100.0,880.0,940.0,1000.0,130.0,180.0,240.0,21.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2015,30081827,6800,8900,11000,730.0,960.0,1200.0,900.0,970.0,1000.0,150.0,200.0,270.0,24.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2016,29851249,7800,10000,13000,880.0,1200.0,1500.0,940.0,1000.0,1100.0,180.0,250.0,330.0,27.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2017,29402480,10000,13000,17000,400.0,1300.0,2600.0,800.0,1000.0,1300.0,87.0,280.0,570.0,36.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2018,28887117,11000,14000,17000,380.0,1200.0,2500.0,790.0,1000.0,1300.0,82.0,260.0,550.0,38.0,63.0,80.0,100.0
Venezuela (Bolivarian Republic of),VEN,2019,28515829,9900,13000,16000,320.0,1000.0,2100.0,780.0,970.0,1200.0,68.0,220.0,460.0,36.0,63.0,80.0,100.0
